18.1
9.4
9
8.2
4.7
3.4
4.4
2.5
4.5
9.9
23.3
33.9
8.7
10.8
21.8
29.4
23.8
20.2
13.7
11.7
11
9.7
7.7
7.7
8.1
8.8
5.6
6.9
11.4
5.5
4.7
6.8
5.2
5.2
6.1
3.2
2.7
3.9
4.3
4.4
3.5
4.5
9.1
6.9
5.3
4.1
4
4
4
